video_id,gloss,split,processed_path,gloss_id
personal_1755015872,drive-there,train,processed_sequences\train\personal_1755015872.npy,0
personal_1755015872_aug0,drive-there,train,processed_sequences\train\personal_1755015872_aug0.npy,0
personal_1755015872_aug1,drive-there,train,processed_sequences\train\personal_1755015872_aug1.npy,0
personal_1755015872_aug2,drive-there,train,processed_sequences\train\personal_1755015872_aug2.npy,0
personal_1755015872_aug3,drive-there,train,processed_sequences\train\personal_1755015872_aug3.npy,0
personal_1755015872_aug4,drive-there,train,processed_sequences\train\personal_1755015872_aug4.npy,0
personal_1755015543,drive-there,train,processed_sequences\train\personal_1755015543.npy,0
personal_1755015543_aug0,drive-there,train,processed_sequences\train\personal_1755015543_aug0.npy,0
personal_1755015543_aug1,drive-there,train,processed_sequences\train\personal_1755015543_aug1.npy,0
personal_1755015543_aug2,drive-there,train,processed_sequences\train\personal_1755015543_aug2.npy,0
personal_1755015543_aug3,drive-there,train,processed_sequences\train\personal_1755015543_aug3.npy,0
personal_1755015543_aug4,drive-there,train,processed_sequences\train\personal_1755015543_aug4.npy,0
personal_1755015797,drive-there,train,processed_sequences\train\personal_1755015797.npy,0
personal_1755015797_aug0,drive-there,train,processed_sequences\train\personal_1755015797_aug0.npy,0
personal_1755015797_aug1,drive-there,train,processed_sequences\train\personal_1755015797_aug1.npy,0
personal_1755015797_aug2,drive-there,train,processed_sequences\train\personal_1755015797_aug2.npy,0
personal_1755015797_aug3,drive-there,train,processed_sequences\train\personal_1755015797_aug3.npy,0
personal_1755015797_aug4,drive-there,train,processed_sequences\train\personal_1755015797_aug4.npy,0
personal_1755015609,drive-there,train,processed_sequences\train\personal_1755015609.npy,0
personal_1755015609_aug0,drive-there,train,processed_sequences\train\personal_1755015609_aug0.npy,0
personal_1755015609_aug1,drive-there,train,processed_sequences\train\personal_1755015609_aug1.npy,0
personal_1755015609_aug2,drive-there,train,processed_sequences\train\personal_1755015609_aug2.npy,0
personal_1755015609_aug3,drive-there,train,processed_sequences\train\personal_1755015609_aug3.npy,0
personal_1755015609_aug4,drive-there,train,processed_sequences\train\personal_1755015609_aug4.npy,0
personal_1755015880,drive-there,train,processed_sequences\train\personal_1755015880.npy,0
personal_1755015880_aug0,drive-there,train,processed_sequences\train\personal_1755015880_aug0.npy,0
personal_1755015880_aug1,drive-there,train,processed_sequences\train\personal_1755015880_aug1.npy,0
personal_1755015880_aug2,drive-there,train,processed_sequences\train\personal_1755015880_aug2.npy,0
personal_1755015880_aug3,drive-there,train,processed_sequences\train\personal_1755015880_aug3.npy,0
personal_1755015880_aug4,drive-there,train,processed_sequences\train\personal_1755015880_aug4.npy,0
personal_1755015770,drive-there,train,processed_sequences\train\personal_1755015770.npy,0
personal_1755015770_aug0,drive-there,train,processed_sequences\train\personal_1755015770_aug0.npy,0
personal_1755015770_aug1,drive-there,train,processed_sequences\train\personal_1755015770_aug1.npy,0
personal_1755015770_aug2,drive-there,train,processed_sequences\train\personal_1755015770_aug2.npy,0
personal_1755015770_aug3,drive-there,train,processed_sequences\train\personal_1755015770_aug3.npy,0
personal_1755015770_aug4,drive-there,train,processed_sequences\train\personal_1755015770_aug4.npy,0
personal_1755015552,drive-there,train,processed_sequences\train\personal_1755015552.npy,0
personal_1755015552_aug0,drive-there,train,processed_sequences\train\personal_1755015552_aug0.npy,0
personal_1755015552_aug1,drive-there,train,processed_sequences\train\personal_1755015552_aug1.npy,0
personal_1755015552_aug2,drive-there,train,processed_sequences\train\personal_1755015552_aug2.npy,0
personal_1755015552_aug3,drive-there,train,processed_sequences\train\personal_1755015552_aug3.npy,0
personal_1755015552_aug4,drive-there,train,processed_sequences\train\personal_1755015552_aug4.npy,0
personal_1755015807,drive-there,train,processed_sequences\train\personal_1755015807.npy,0
personal_1755015807_aug0,drive-there,train,processed_sequences\train\personal_1755015807_aug0.npy,0
personal_1755015807_aug1,drive-there,train,processed_sequences\train\personal_1755015807_aug1.npy,0
personal_1755015807_aug2,drive-there,train,processed_sequences\train\personal_1755015807_aug2.npy,0
personal_1755015807_aug3,drive-there,train,processed_sequences\train\personal_1755015807_aug3.npy,0
personal_1755015807_aug4,drive-there,train,processed_sequences\train\personal_1755015807_aug4.npy,0
personal_1755015617,drive-there,train,processed_sequences\train\personal_1755015617.npy,0
personal_1755015617_aug0,drive-there,train,processed_sequences\train\personal_1755015617_aug0.npy,0
personal_1755015617_aug1,drive-there,train,processed_sequences\train\personal_1755015617_aug1.npy,0
personal_1755015617_aug2,drive-there,train,processed_sequences\train\personal_1755015617_aug2.npy,0
personal_1755015617_aug3,drive-there,train,processed_sequences\train\personal_1755015617_aug3.npy,0
personal_1755015617_aug4,drive-there,train,processed_sequences\train\personal_1755015617_aug4.npy,0
personal_1755015845,drive-there,train,processed_sequences\train\personal_1755015845.npy,0
personal_1755015845_aug0,drive-there,train,processed_sequences\train\personal_1755015845_aug0.npy,0
personal_1755015845_aug1,drive-there,train,processed_sequences\train\personal_1755015845_aug1.npy,0
personal_1755015845_aug2,drive-there,train,processed_sequences\train\personal_1755015845_aug2.npy,0
personal_1755015845_aug3,drive-there,train,processed_sequences\train\personal_1755015845_aug3.npy,0
