video_id,gloss,split,processed_path,gloss_id
69302,drink,val,processed_sequences\val\69302.npy,0
65539,drink,train,processed_sequences\train\65539.npy,0
65539_aug0,drink,train,processed_sequences\train\65539_aug0.npy,0
65539_aug1,drink,train,processed_sequences\train\65539_aug1.npy,0
65539_aug2,drink,train,processed_sequences\train\65539_aug2.npy,0
65539_aug3,drink,train,processed_sequences\train\65539_aug3.npy,0
65539_aug4,drink,train,processed_sequences\train\65539_aug4.npy,0
17710,drink,train,processed_sequences\train\17710.npy,0
17710_aug0,drink,train,processed_sequences\train\17710_aug0.npy,0
17710_aug1,drink,train,processed_sequences\train\17710_aug1.npy,0
17710_aug2,drink,train,processed_sequences\train\17710_aug2.npy,0
17710_aug3,drink,train,processed_sequences\train\17710_aug3.npy,0
17710_aug4,drink,train,processed_sequences\train\17710_aug4.npy,0
17733,drink,train,processed_sequences\train\17733.npy,0
17733_aug0,drink,train,processed_sequences\train\17733_aug0.npy,0
17733_aug1,drink,train,processed_sequences\train\17733_aug1.npy,0
17733_aug2,drink,train,processed_sequences\train\17733_aug2.npy,0
17733_aug3,drink,train,processed_sequences\train\17733_aug3.npy,0
17733_aug4,drink,train,processed_sequences\train\17733_aug4.npy,0
65540,drink,train,processed_sequences\train\65540.npy,0
65540_aug0,drink,train,processed_sequences\train\65540_aug0.npy,0
65540_aug1,drink,train,processed_sequences\train\65540_aug1.npy,0
65540_aug2,drink,train,processed_sequences\train\65540_aug2.npy,0
65540_aug3,drink,train,processed_sequences\train\65540_aug3.npy,0
65540_aug4,drink,train,processed_sequences\train\65540_aug4.npy,0
17734,drink,val,processed_sequences\val\17734.npy,0
17711,drink,train,processed_sequences\train\17711.npy,0
17711_aug0,drink,train,processed_sequences\train\17711_aug0.npy,0
17711_aug1,drink,train,processed_sequences\train\17711_aug1.npy,0
17711_aug2,drink,train,processed_sequences\train\17711_aug2.npy,0
17711_aug3,drink,train,processed_sequences\train\17711_aug3.npy,0
17711_aug4,drink,train,processed_sequences\train\17711_aug4.npy,0
17712,drink,train,processed_sequences\train\17712.npy,0
17712_aug0,drink,train,processed_sequences\train\17712_aug0.npy,0
17712_aug1,drink,train,processed_sequences\train\17712_aug1.npy,0
17712_aug2,drink,train,processed_sequences\train\17712_aug2.npy,0
17712_aug3,drink,train,processed_sequences\train\17712_aug3.npy,0
