video_id,gloss,split,processed_path,gloss_id
personal_1753368200,drive,train,processed_sequences\train\personal_1753368200.npy,0
personal_1753368200_aug0,drive,train,processed_sequences\train\personal_1753368200_aug0.npy,0
personal_1753368200_aug1,drive,train,processed_sequences\train\personal_1753368200_aug1.npy,0
personal_1753368200_aug2,drive,train,processed_sequences\train\personal_1753368200_aug2.npy,0
personal_1753368200_aug3,drive,train,processed_sequences\train\personal_1753368200_aug3.npy,0
personal_1753368200_aug4,drive,train,processed_sequences\train\personal_1753368200_aug4.npy,0
personal_1753260373,drive,train,processed_sequences\train\personal_1753260373.npy,0
personal_1753260373_aug0,drive,train,processed_sequences\train\personal_1753260373_aug0.npy,0
personal_1753260373_aug1,drive,train,processed_sequences\train\personal_1753260373_aug1.npy,0
personal_1753260373_aug2,drive,train,processed_sequences\train\personal_1753260373_aug2.npy,0
personal_1753260373_aug3,drive,train,processed_sequences\train\personal_1753260373_aug3.npy,0
personal_1753260373_aug4,drive,train,processed_sequences\train\personal_1753260373_aug4.npy,0
personal_1753260728,drive,train,processed_sequences\train\personal_1753260728.npy,0
personal_1753260728_aug0,drive,train,processed_sequences\train\personal_1753260728_aug0.npy,0
personal_1753260728_aug1,drive,train,processed_sequences\train\personal_1753260728_aug1.npy,0
personal_1753260728_aug2,drive,train,processed_sequences\train\personal_1753260728_aug2.npy,0
personal_1753260728_aug3,drive,train,processed_sequences\train\personal_1753260728_aug3.npy,0
personal_1753260728_aug4,drive,train,processed_sequences\train\personal_1753260728_aug4.npy,0
personal_1753260484,drive,train,processed_sequences\train\personal_1753260484.npy,0
personal_1753260484_aug0,drive,train,processed_sequences\train\personal_1753260484_aug0.npy,0
personal_1753260484_aug1,drive,train,processed_sequences\train\personal_1753260484_aug1.npy,0
personal_1753260484_aug2,drive,train,processed_sequences\train\personal_1753260484_aug2.npy,0
personal_1753260484_aug3,drive,train,processed_sequences\train\personal_1753260484_aug3.npy,0
personal_1753260484_aug4,drive,train,processed_sequences\train\personal_1753260484_aug4.npy,0
personal_1753260494,drive,train,processed_sequences\train\personal_1753260494.npy,0
personal_1753260494_aug0,drive,train,processed_sequences\train\personal_1753260494_aug0.npy,0
personal_1753260494_aug1,drive,train,processed_sequences\train\personal_1753260494_aug1.npy,0
personal_1753260494_aug2,drive,train,processed_sequences\train\personal_1753260494_aug2.npy,0
personal_1753260494_aug3,drive,train,processed_sequences\train\personal_1753260494_aug3.npy,0
personal_1753260494_aug4,drive,train,processed_sequences\train\personal_1753260494_aug4.npy,0
personal_1753260690,drive,train,processed_sequences\train\personal_1753260690.npy,0
personal_1753260690_aug0,drive,train,processed_sequences\train\personal_1753260690_aug0.npy,0
personal_1753260690_aug1,drive,train,processed_sequences\train\personal_1753260690_aug1.npy,0
personal_1753260690_aug2,drive,train,processed_sequences\train\personal_1753260690_aug2.npy,0
personal_1753260690_aug3,drive,train,processed_sequences\train\personal_1753260690_aug3.npy,0
personal_1753260690_aug4,drive,train,processed_sequences\train\personal_1753260690_aug4.npy,0
personal_1753260670,drive,train,processed_sequences\train\personal_1753260670.npy,0
personal_1753260670_aug0,drive,train,processed_sequences\train\personal_1753260670_aug0.npy,0
personal_1753260670_aug1,drive,train,processed_sequences\train\personal_1753260670_aug1.npy,0
personal_1753260670_aug2,drive,train,processed_sequences\train\personal_1753260670_aug2.npy,0
personal_1753260670_aug3,drive,train,processed_sequences\train\personal_1753260670_aug3.npy,0
personal_1753260670_aug4,drive,train,processed_sequences\train\personal_1753260670_aug4.npy,0
personal_1753260475,drive,train,processed_sequences\train\personal_1753260475.npy,0
personal_1753260475_aug0,drive,train,processed_sequences\train\personal_1753260475_aug0.npy,0
personal_1753260475_aug1,drive,train,processed_sequences\train\personal_1753260475_aug1.npy,0
personal_1753260475_aug2,drive,train,processed_sequences\train\personal_1753260475_aug2.npy,0
personal_1753260475_aug3,drive,train,processed_sequences\train\personal_1753260475_aug3.npy,0
personal_1753260475_aug4,drive,train,processed_sequences\train\personal_1753260475_aug4.npy,0
personal_1753260587,drive,train,processed_sequences\train\personal_1753260587.npy,0
personal_1753260587_aug0,drive,train,processed_sequences\train\personal_1753260587_aug0.npy,0
personal_1753260587_aug1,drive,train,processed_sequences\train\personal_1753260587_aug1.npy,0
personal_1753260587_aug2,drive,train,processed_sequences\train\personal_1753260587_aug2.npy,0
personal_1753260587_aug3,drive,train,processed_sequences\train\personal_1753260587_aug3.npy,0
personal_1753260587_aug4,drive,train,processed_sequences\train\personal_1753260587_aug4.npy,0
personal_1753260466,drive,train,processed_sequences\train\personal_1753260466.npy,0
personal_1753260466_aug0,drive,train,processed_sequences\train\personal_1753260466_aug0.npy,0
personal_1753260466_aug1,drive,train,processed_sequences\train\personal_1753260466_aug1.npy,0
personal_1753260466_aug2,drive,train,processed_sequences\train\personal_1753260466_aug2.npy,0
personal_1753260466_aug3,drive,train,processed_sequences\train\personal_1753260466_aug3.npy,0
personal_1753260466_aug4,drive,train,processed_sequences\train\personal_1753260466_aug4.npy,0
personal_1753260700,drive,train,processed_sequences\train\personal_1753260700.npy,0
personal_1753260700_aug0,drive,train,processed_sequences\train\personal_1753260700_aug0.npy,0
personal_1753260700_aug1,drive,train,processed_sequences\train\personal_1753260700_aug1.npy,0
personal_1753260700_aug2,drive,train,processed_sequences\train\personal_1753260700_aug2.npy,0
personal_1753260700_aug3,drive,train,processed_sequences\train\personal_1753260700_aug3.npy,0
personal_1753260700_aug4,drive,train,processed_sequences\train\personal_1753260700_aug4.npy,0
personal_1753260415,drive,train,processed_sequences\train\personal_1753260415.npy,0
personal_1753260415_aug0,drive,train,processed_sequences\train\personal_1753260415_aug0.npy,0
personal_1753260415_aug1,drive,train,processed_sequences\train\personal_1753260415_aug1.npy,0
personal_1753260415_aug2,drive,train,processed_sequences\train\personal_1753260415_aug2.npy,0
personal_1753260415_aug3,drive,train,processed_sequences\train\personal_1753260415_aug3.npy,0
personal_1753260415_aug4,drive,train,processed_sequences\train\personal_1753260415_aug4.npy,0
personal_1753260342,drive,train,processed_sequences\train\personal_1753260342.npy,0
personal_1753260342_aug0,drive,train,processed_sequences\train\personal_1753260342_aug0.npy,0
personal_1753260342_aug1,drive,train,processed_sequences\train\personal_1753260342_aug1.npy,0
personal_1753260342_aug2,drive,train,processed_sequences\train\personal_1753260342_aug2.npy,0
personal_1753260342_aug3,drive,train,processed_sequences\train\personal_1753260342_aug3.npy,0
personal_1753260342_aug4,drive,train,processed_sequences\train\personal_1753260342_aug4.npy,0
personal_1753260736,drive,train,processed_sequences\train\personal_1753260736.npy,0
personal_1753260736_aug0,drive,train,processed_sequences\train\personal_1753260736_aug0.npy,0
personal_1753260736_aug1,drive,train,processed_sequences\train\personal_1753260736_aug1.npy,0
personal_1753260736_aug2,drive,train,processed_sequences\train\personal_1753260736_aug2.npy,0
personal_1753260736_aug3,drive,train,processed_sequences\train\personal_1753260736_aug3.npy,0
personal_1753260736_aug4,drive,train,processed_sequences\train\personal_1753260736_aug4.npy,0
personal_1753368209,drive,train,processed_sequences\train\personal_1753368209.npy,0
personal_1753368209_aug0,drive,train,processed_sequences\train\personal_1753368209_aug0.npy,0
personal_1753368209_aug1,drive,train,processed_sequences\train\personal_1753368209_aug1.npy,0
personal_1753368209_aug2,drive,train,processed_sequences\train\personal_1753368209_aug2.npy,0
personal_1753368209_aug3,drive,train,processed_sequences\train\personal_1753368209_aug3.npy,0
personal_1753368209_aug4,drive,train,processed_sequences\train\personal_1753368209_aug4.npy,0
personal_1753260440,drive,train,processed_sequences\train\personal_1753260440.npy,0
personal_1753260440_aug0,drive,train,processed_sequences\train\personal_1753260440_aug0.npy,0
personal_1753260440_aug1,drive,train,processed_sequences\train\personal_1753260440_aug1.npy,0
personal_1753260440_aug2,drive,train,processed_sequences\train\personal_1753260440_aug2.npy,0
personal_1753260440_aug3,drive,train,processed_sequences\train\personal_1753260440_aug3.npy,0
personal_1753260440_aug4,drive,train,processed_sequences\train\personal_1753260440_aug4.npy,0
personal_1753260351,drive,train,processed_sequences\train\personal_1753260351.npy,0
personal_1753260351_aug0,drive,train,processed_sequences\train\personal_1753260351_aug0.npy,0
personal_1753260351_aug1,drive,train,processed_sequences\train\personal_1753260351_aug1.npy,0
personal_1753260351_aug2,drive,train,processed_sequences\train\personal_1753260351_aug2.npy,0
personal_1753260351_aug3,drive,train,processed_sequences\train\personal_1753260351_aug3.npy,0
personal_1753260351_aug4,drive,train,processed_sequences\train\personal_1753260351_aug4.npy,0
personal_1753260523,drive,train,processed_sequences\train\personal_1753260523.npy,0
personal_1753260523_aug0,drive,train,processed_sequences\train\personal_1753260523_aug0.npy,0
personal_1753260523_aug1,drive,train,processed_sequences\train\personal_1753260523_aug1.npy,0
personal_1753260523_aug2,drive,train,processed_sequences\train\personal_1753260523_aug2.npy,0
personal_1753260523_aug3,drive,train,processed_sequences\train\personal_1753260523_aug3.npy,0
personal_1753260523_aug4,drive,train,processed_sequences\train\personal_1753260523_aug4.npy,0
personal_1753260406,drive,train,processed_sequences\train\personal_1753260406.npy,0
personal_1753260406_aug0,drive,train,processed_sequences\train\personal_1753260406_aug0.npy,0
personal_1753260406_aug1,drive,train,processed_sequences\train\personal_1753260406_aug1.npy,0
personal_1753260406_aug2,drive,train,processed_sequences\train\personal_1753260406_aug2.npy,0
personal_1753260406_aug3,drive,train,processed_sequences\train\personal_1753260406_aug3.npy,0
personal_1753260406_aug4,drive,train,processed_sequences\train\personal_1753260406_aug4.npy,0
personal_1753260661,drive,train,processed_sequences\train\personal_1753260661.npy,0
personal_1753260661_aug0,drive,train,processed_sequences\train\personal_1753260661_aug0.npy,0
personal_1753260661_aug1,drive,train,processed_sequences\train\personal_1753260661_aug1.npy,0
personal_1753260661_aug2,drive,train,processed_sequences\train\personal_1753260661_aug2.npy,0
personal_1753260661_aug3,drive,train,processed_sequences\train\personal_1753260661_aug3.npy,0
personal_1753260661_aug4,drive,train,processed_sequences\train\personal_1753260661_aug4.npy,0
personal_1753260652,drive,train,processed_sequences\train\personal_1753260652.npy,0
personal_1753260652_aug0,drive,train,processed_sequences\train\personal_1753260652_aug0.npy,0
personal_1753260652_aug1,drive,train,processed_sequences\train\personal_1753260652_aug1.npy,0
personal_1753260652_aug2,drive,train,processed_sequences\train\personal_1753260652_aug2.npy,0
personal_1753260652_aug3,drive,train,processed_sequences\train\personal_1753260652_aug3.npy,0
personal_1753260652_aug4,drive,train,processed_sequences\train\personal_1753260652_aug4.npy,0
personal_1753368175,drive,train,processed_sequences\train\personal_1753368175.npy,0
personal_1753368175_aug0,drive,train,processed_sequences\train\personal_1753368175_aug0.npy,0
personal_1753368175_aug1,drive,train,processed_sequences\train\personal_1753368175_aug1.npy,0
personal_1753368175_aug2,drive,train,processed_sequences\train\personal_1753368175_aug2.npy,0
personal_1753368175_aug3,drive,train,processed_sequences\train\personal_1753368175_aug3.npy,0
personal_1753368175_aug4,drive,train,processed_sequences\train\personal_1753368175_aug4.npy,0
personal_1753260458,drive,train,processed_sequences\train\personal_1753260458.npy,0
personal_1753260458_aug0,drive,train,processed_sequences\train\personal_1753260458_aug0.npy,0
personal_1753260458_aug1,drive,train,processed_sequences\train\personal_1753260458_aug1.npy,0
personal_1753260458_aug2,drive,train,processed_sequences\train\personal_1753260458_aug2.npy,0
personal_1753260458_aug3,drive,train,processed_sequences\train\personal_1753260458_aug3.npy,0
personal_1753260458_aug4,drive,train,processed_sequences\train\personal_1753260458_aug4.npy,0
personal_1753368217,drive,train,processed_sequences\train\personal_1753368217.npy,0
personal_1753368217_aug0,drive,train,processed_sequences\train\personal_1753368217_aug0.npy,0
personal_1753368217_aug1,drive,train,processed_sequences\train\personal_1753368217_aug1.npy,0
personal_1753368217_aug2,drive,train,processed_sequences\train\personal_1753368217_aug2.npy,0
personal_1753368217_aug3,drive,train,processed_sequences\train\personal_1753368217_aug3.npy,0
personal_1753368217_aug4,drive,train,processed_sequences\train\personal_1753368217_aug4.npy,0
personal_1753260359,drive,train,processed_sequences\train\personal_1753260359.npy,0
personal_1753260359_aug0,drive,train,processed_sequences\train\personal_1753260359_aug0.npy,0
personal_1753260359_aug1,drive,train,processed_sequences\train\personal_1753260359_aug1.npy,0
personal_1753260359_aug2,drive,train,processed_sequences\train\personal_1753260359_aug2.npy,0
personal_1753260359_aug3,drive,train,processed_sequences\train\personal_1753260359_aug3.npy,0
personal_1753260359_aug4,drive,train,processed_sequences\train\personal_1753260359_aug4.npy,0
personal_1753368165,drive,train,processed_sequences\train\personal_1753368165.npy,0
personal_1753368165_aug0,drive,train,processed_sequences\train\personal_1753368165_aug0.npy,0
personal_1753368165_aug1,drive,train,processed_sequences\train\personal_1753368165_aug1.npy,0
personal_1753368165_aug2,drive,train,processed_sequences\train\personal_1753368165_aug2.npy,0
personal_1753368165_aug3,drive,train,processed_sequences\train\personal_1753368165_aug3.npy,0
personal_1753368165_aug4,drive,train,processed_sequences\train\personal_1753368165_aug4.npy,0
personal_1753260541,drive,train,processed_sequences\train\personal_1753260541.npy,0
personal_1753260541_aug0,drive,train,processed_sequences\train\personal_1753260541_aug0.npy,0
personal_1753260541_aug1,drive,train,processed_sequences\train\personal_1753260541_aug1.npy,0
personal_1753260541_aug2,drive,train,processed_sequences\train\personal_1753260541_aug2.npy,0
personal_1753260541_aug3,drive,train,processed_sequences\train\personal_1753260541_aug3.npy,0
personal_1753260541_aug4,drive,train,processed_sequences\train\personal_1753260541_aug4.npy,0
personal_1753260432,drive,train,processed_sequences\train\personal_1753260432.npy,0
personal_1753260432_aug0,drive,train,processed_sequences\train\personal_1753260432_aug0.npy,0
personal_1753260432_aug1,drive,train,processed_sequences\train\personal_1753260432_aug1.npy,0
personal_1753260432_aug2,drive,train,processed_sequences\train\personal_1753260432_aug2.npy,0
personal_1753260432_aug3,drive,train,processed_sequences\train\personal_1753260432_aug3.npy,0
personal_1753260432_aug4,drive,train,processed_sequences\train\personal_1753260432_aug4.npy,0
personal_1753260513,drive,train,processed_sequences\train\personal_1753260513.npy,0
personal_1753260513_aug0,drive,train,processed_sequences\train\personal_1753260513_aug0.npy,0
personal_1753260513_aug1,drive,train,processed_sequences\train\personal_1753260513_aug1.npy,0
personal_1753260513_aug2,drive,train,processed_sequences\train\personal_1753260513_aug2.npy,0
