video_id,gloss,split,processed_path,gloss_id
69241,book,train,processed_sequences\train\69241.npy,0
69241_aug0,book,train,processed_sequences\train\69241_aug0.npy,0
69241_aug1,book,train,processed_sequences\train\69241_aug1.npy,0
69241_aug2,book,train,processed_sequences\train\69241_aug2.npy,0
7069,book,train,processed_sequences\train\7069.npy,0
7069_aug0,book,train,processed_sequences\train\7069_aug0.npy,0
7069_aug1,book,train,processed_sequences\train\7069_aug1.npy,0
7069_aug2,book,train,processed_sequences\train\7069_aug2.npy,0
7068,book,train,processed_sequences\train\7068.npy,0
7068_aug0,book,train,processed_sequences\train\7068_aug0.npy,0
7068_aug1,book,train,processed_sequences\train\7068_aug1.npy,0
7068_aug2,book,train,processed_sequences\train\7068_aug2.npy,0
7070,book,train,processed_sequences\train\7070.npy,0
7070_aug0,book,train,processed_sequences\train\7070_aug0.npy,0
7070_aug1,book,train,processed_sequences\train\7070_aug1.npy,0
7070_aug2,book,train,processed_sequences\train\7070_aug2.npy,0
7099,book,val,processed_sequences\val\7099.npy,0
7074,book,train,processed_sequences\train\7074.npy,0
7074_aug0,book,train,processed_sequences\train\7074_aug0.npy,0
7074_aug1,book,train,processed_sequences\train\7074_aug1.npy,0
7074_aug2,book,train,processed_sequences\train\7074_aug2.npy,0
69302,drink,val,processed_sequences\val\69302.npy,1
65539,drink,train,processed_sequences\train\65539.npy,1
65539_aug0,drink,train,processed_sequences\train\65539_aug0.npy,1
65539_aug1,drink,train,processed_sequences\train\65539_aug1.npy,1
65539_aug2,drink,train,processed_sequences\train\65539_aug2.npy,1
17710,drink,train,processed_sequences\train\17710.npy,1
17710_aug0,drink,train,processed_sequences\train\17710_aug0.npy,1
17710_aug1,drink,train,processed_sequences\train\17710_aug1.npy,1
17710_aug2,drink,train,processed_sequences\train\17710_aug2.npy,1
17733,drink,train,processed_sequences\train\17733.npy,1
17733_aug0,drink,train,processed_sequences\train\17733_aug0.npy,1
17733_aug1,drink,train,processed_sequences\train\17733_aug1.npy,1
17733_aug2,drink,train,processed_sequences\train\17733_aug2.npy,1
65540,drink,train,processed_sequences\train\65540.npy,1
65540_aug0,drink,train,processed_sequences\train\65540_aug0.npy,1
65540_aug1,drink,train,processed_sequences\train\65540_aug1.npy,1
65540_aug2,drink,train,processed_sequences\train\65540_aug2.npy,1
17734,drink,val,processed_sequences\val\17734.npy,1
17711,drink,train,processed_sequences\train\17711.npy,1
17711_aug0,drink,train,processed_sequences\train\17711_aug0.npy,1
17711_aug1,drink,train,processed_sequences\train\17711_aug1.npy,1
17711_aug2,drink,train,processed_sequences\train\17711_aug2.npy,1
17712,drink,train,processed_sequences\train\17712.npy,1
17712_aug0,drink,train,processed_sequences\train\17712_aug0.npy,1
17712_aug1,drink,train,processed_sequences\train\17712_aug1.npy,1
17712_aug2,drink,train,processed_sequences\train\17712_aug2.npy,1
17713,drink,test,processed_sequences\test\17713.npy,1
17709,drink,train,processed_sequences\train\17709.npy,1
17709_aug0,drink,train,processed_sequences\train\17709_aug0.npy,1
17709_aug1,drink,train,processed_sequences\train\17709_aug1.npy,1
17709_aug2,drink,train,processed_sequences\train\17709_aug2.npy,1
17720,drink,train,processed_sequences\train\17720.npy,1
17720_aug0,drink,train,processed_sequences\train\17720_aug0.npy,1
17720_aug1,drink,train,processed_sequences\train\17720_aug1.npy,1
17720_aug2,drink,train,processed_sequences\train\17720_aug2.npy,1
17721,drink,train,processed_sequences\train\17721.npy,1
17721_aug0,drink,train,processed_sequences\train\17721_aug0.npy,1
17721_aug1,drink,train,processed_sequences\train\17721_aug1.npy,1
17721_aug2,drink,train,processed_sequences\train\17721_aug2.npy,1
17722,drink,train,processed_sequences\train\17722.npy,1
17722_aug0,drink,train,processed_sequences\train\17722_aug0.npy,1
17722_aug1,drink,train,processed_sequences\train\17722_aug1.npy,1
17722_aug2,drink,train,processed_sequences\train\17722_aug2.npy,1
17723,drink,train,processed_sequences\train\17723.npy,1
17723_aug0,drink,train,processed_sequences\train\17723_aug0.npy,1
17723_aug1,drink,train,processed_sequences\train\17723_aug1.npy,1
17723_aug2,drink,train,processed_sequences\train\17723_aug2.npy,1
17724,drink,val,processed_sequences\val\17724.npy,1
12328,computer,train,processed_sequences\train\12328.npy,2
12328_aug0,computer,train,processed_sequences\train\12328_aug0.npy,2
12328_aug1,computer,train,processed_sequences\train\12328_aug1.npy,2
12328_aug2,computer,train,processed_sequences\train\12328_aug2.npy,2
12312,computer,val,processed_sequences\val\12312.npy,2
12311,computer,train,processed_sequences\train\12311.npy,2
12311_aug0,computer,train,processed_sequences\train\12311_aug0.npy,2
12311_aug1,computer,train,processed_sequences\train\12311_aug1.npy,2
12311_aug2,computer,train,processed_sequences\train\12311_aug2.npy,2
12338,computer,train,processed_sequences\train\12338.npy,2
12338_aug0,computer,train,processed_sequences\train\12338_aug0.npy,2
12338_aug1,computer,train,processed_sequences\train\12338_aug1.npy,2
12338_aug2,computer,train,processed_sequences\train\12338_aug2.npy,2
12313,computer,train,processed_sequences\train\12313.npy,2
12313_aug0,computer,train,processed_sequences\train\12313_aug0.npy,2
12313_aug1,computer,train,processed_sequences\train\12313_aug1.npy,2
12313_aug2,computer,train,processed_sequences\train\12313_aug2.npy,2
12314,computer,train,processed_sequences\train\12314.npy,2
12314_aug0,computer,train,processed_sequences\train\12314_aug0.npy,2
12314_aug1,computer,train,processed_sequences\train\12314_aug1.npy,2
12314_aug2,computer,train,processed_sequences\train\12314_aug2.npy,2
12315,computer,val,processed_sequences\val\12315.npy,2
12316,computer,train,processed_sequences\train\12316.npy,2
12316_aug0,computer,train,processed_sequences\train\12316_aug0.npy,2
12316_aug1,computer,train,processed_sequences\train\12316_aug1.npy,2
12316_aug2,computer,train,processed_sequences\train\12316_aug2.npy,2
12317,computer,train,processed_sequences\train\12317.npy,2
12317_aug0,computer,train,processed_sequences\train\12317_aug0.npy,2
12317_aug1,computer,train,processed_sequences\train\12317_aug1.npy,2
12317_aug2,computer,train,processed_sequences\train\12317_aug2.npy,2
12318,computer,train,processed_sequences\train\12318.npy,2
12318_aug0,computer,train,processed_sequences\train\12318_aug0.npy,2
12318_aug1,computer,train,processed_sequences\train\12318_aug1.npy,2
12318_aug2,computer,train,processed_sequences\train\12318_aug2.npy,2
12319,computer,train,processed_sequences\train\12319.npy,2
12319_aug0,computer,train,processed_sequences\train\12319_aug0.npy,2
12319_aug1,computer,train,processed_sequences\train\12319_aug1.npy,2
12319_aug2,computer,train,processed_sequences\train\12319_aug2.npy,2
12320,computer,test,processed_sequences\test\12320.npy,2
12326,computer,val,processed_sequences\val\12326.npy,2
12327,computer,train,processed_sequences\train\12327.npy,2
12327_aug0,computer,train,processed_sequences\train\12327_aug0.npy,2
12327_aug1,computer,train,processed_sequences\train\12327_aug1.npy,2
12327_aug2,computer,train,processed_sequences\train\12327_aug2.npy,2
5728,before,train,processed_sequences\train\5728.npy,3
5728_aug0,before,train,processed_sequences\train\5728_aug0.npy,3
5728_aug1,before,train,processed_sequences\train\5728_aug1.npy,3
5728_aug2,before,train,processed_sequences\train\5728_aug2.npy,3
5749,before,train,processed_sequences\train\5749.npy,3
5749_aug0,before,train,processed_sequences\train\5749_aug0.npy,3
5749_aug1,before,train,processed_sequences\train\5749_aug1.npy,3
5749_aug2,before,train,processed_sequences\train\5749_aug2.npy,3
5750,before,val,processed_sequences\val\5750.npy,3
5729,before,train,processed_sequences\train\5729.npy,3
5729_aug0,before,train,processed_sequences\train\5729_aug0.npy,3
5729_aug1,before,train,processed_sequences\train\5729_aug1.npy,3
5729_aug2,before,train,processed_sequences\train\5729_aug2.npy,3
5730,before,train,processed_sequences\train\5730.npy,3
5730_aug0,before,train,processed_sequences\train\5730_aug0.npy,3
5730_aug1,before,train,processed_sequences\train\5730_aug1.npy,3
5730_aug2,before,train,processed_sequences\train\5730_aug2.npy,3
65167,before,train,processed_sequences\train\65167.npy,3
65167_aug0,before,train,processed_sequences\train\65167_aug0.npy,3
65167_aug1,before,train,processed_sequences\train\65167_aug1.npy,3
65167_aug2,before,train,processed_sequences\train\65167_aug2.npy,3
5731,before,train,processed_sequences\train\5731.npy,3
5731_aug0,before,train,processed_sequences\train\5731_aug0.npy,3
5731_aug1,before,train,processed_sequences\train\5731_aug1.npy,3
5731_aug2,before,train,processed_sequences\train\5731_aug2.npy,3
5732,before,train,processed_sequences\train\5732.npy,3
5732_aug0,before,train,processed_sequences\train\5732_aug0.npy,3
5732_aug1,before,train,processed_sequences\train\5732_aug1.npy,3
5732_aug2,before,train,processed_sequences\train\5732_aug2.npy,3
5733,before,train,processed_sequences\train\5733.npy,3
5733_aug0,before,train,processed_sequences\train\5733_aug0.npy,3
5733_aug1,before,train,processed_sequences\train\5733_aug1.npy,3
5733_aug2,before,train,processed_sequences\train\5733_aug2.npy,3
5734,before,train,processed_sequences\train\5734.npy,3
5734_aug0,before,train,processed_sequences\train\5734_aug0.npy,3
5734_aug1,before,train,processed_sequences\train\5734_aug1.npy,3
5734_aug2,before,train,processed_sequences\train\5734_aug2.npy,3
5727,before,test,processed_sequences\test\5727.npy,3
5739,before,test,processed_sequences\test\5739.npy,3
5740,before,train,processed_sequences\train\5740.npy,3
5740_aug0,before,train,processed_sequences\train\5740_aug0.npy,3
5740_aug1,before,train,processed_sequences\train\5740_aug1.npy,3
5740_aug2,before,train,processed_sequences\train\5740_aug2.npy,3
5741,before,test,processed_sequences\test\5741.npy,3
5742,before,train,processed_sequences\train\5742.npy,3
5742_aug0,before,train,processed_sequences\train\5742_aug0.npy,3
5742_aug1,before,train,processed_sequences\train\5742_aug1.npy,3
5742_aug2,before,train,processed_sequences\train\5742_aug2.npy,3
5743,before,train,processed_sequences\train\5743.npy,3
5743_aug0,before,train,processed_sequences\train\5743_aug0.npy,3
5743_aug1,before,train,processed_sequences\train\5743_aug1.npy,3
5743_aug2,before,train,processed_sequences\train\5743_aug2.npy,3
9848,chair,train,processed_sequences\train\9848.npy,4
9848_aug0,chair,train,processed_sequences\train\9848_aug0.npy,4
9848_aug1,chair,train,processed_sequences\train\9848_aug1.npy,4
9848_aug2,chair,train,processed_sequences\train\9848_aug2.npy,4
9869,chair,train,processed_sequences\train\9869.npy,4
9869_aug0,chair,train,processed_sequences\train\9869_aug0.npy,4
9869_aug1,chair,train,processed_sequences\train\9869_aug1.npy,4
9869_aug2,chair,train,processed_sequences\train\9869_aug2.npy,4
9849,chair,train,processed_sequences\train\9849.npy,4
9849_aug0,chair,train,processed_sequences\train\9849_aug0.npy,4
9849_aug1,chair,train,processed_sequences\train\9849_aug1.npy,4
9849_aug2,chair,train,processed_sequences\train\9849_aug2.npy,4
9850,chair,train,processed_sequences\train\9850.npy,4
9850_aug0,chair,train,processed_sequences\train\9850_aug0.npy,4
9850_aug1,chair,train,processed_sequences\train\9850_aug1.npy,4
9850_aug2,chair,train,processed_sequences\train\9850_aug2.npy,4
9851,chair,val,processed_sequences\val\9851.npy,4
65328,chair,train,processed_sequences\train\65328.npy,4
65328_aug0,chair,train,processed_sequences\train\65328_aug0.npy,4
65328_aug1,chair,train,processed_sequences\train\65328_aug1.npy,4
65328_aug2,chair,train,processed_sequences\train\65328_aug2.npy,4
9854,chair,val,processed_sequences\val\9854.npy,4
69345,go,val,processed_sequences\val\69345.npy,5
24955,go,train,processed_sequences\train\24955.npy,5
24955_aug0,go,train,processed_sequences\train\24955_aug0.npy,5
24955_aug1,go,train,processed_sequences\train\24955_aug1.npy,5
24955_aug2,go,train,processed_sequences\train\24955_aug2.npy,5
24956,go,train,processed_sequences\train\24956.npy,5
24956_aug0,go,train,processed_sequences\train\24956_aug0.npy,5
24956_aug1,go,train,processed_sequences\train\24956_aug1.npy,5
