gloss,video_id,video_path,signer_id,frame_start,frame_end,fps,bbox,split,gloss_id
chair,personal_1753085441,my_recorded_signs\chair_1753085441.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753366571,my_recorded_signs\chair_1753366571.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753085340,my_recorded_signs\chair_1753085340.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753085495,my_recorded_signs\chair_1753085495.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753366588,my_recorded_signs\chair_1753366588.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753085515,my_recorded_signs\chair_1753085515.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753171954,my_recorded_signs\chair_1753171954.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753171945,my_recorded_signs\chair_1753171945.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753366553,my_recorded_signs\chair_1753366553.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753171937,my_recorded_signs\chair_1753171937.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753206994,my_recorded_signs\chair_1753206994.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753172022,my_recorded_signs\chair_1753172022.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753366579,my_recorded_signs\chair_1753366579.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753171899,my_recorded_signs\chair_1753171899.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753171870,my_recorded_signs\chair_1753171870.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753366626,my_recorded_signs\chair_1753366626.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753085471,my_recorded_signs\chair_1753085471.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753085321,my_recorded_signs\chair_1753085321.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753171976,my_recorded_signs\chair_1753171976.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753085356,my_recorded_signs\chair_1753085356.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753085483,my_recorded_signs\chair_1753085483.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753366526,my_recorded_signs\chair_1753366526.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753366508,my_recorded_signs\chair_1753366508.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753085385,my_recorded_signs\chair_1753085385.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753366562,my_recorded_signs\chair_1753366562.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753366516,my_recorded_signs\chair_1753366516.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753172013,my_recorded_signs\chair_1753172013.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753085454,my_recorded_signs\chair_1753085454.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753171994,my_recorded_signs\chair_1753171994.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
chair,personal_1753171985,my_recorded_signs\chair_1753171985.npy,personal_user,1,-1,25,"[0, 0, 0, 0]",train,0
